3627701,-6.795600,-59.042200,12700.000
3627900,-7.101400,-59.683300,4970.000
3628150,-2.223900,-55.956400,945.000
3628201,-1.065000,-57.061400,50650.000
3628202,-0.997800,-57.043100,37910.000
3628300,-1.438100,-57.826900,10615.000
3628400,-2.108900,-59.335300,20394.000
3628501,-0.694700,-57.974700,21400.000
3629100,-1.503060,-54.872780,20803.000
3629790,-7.614700,-57.950300,138000.000
3630010,-3.731400,-51.567500,24575.000
3630050,-3.214700,-52.212200,446203.000
3630120,-4.527800,-54.012500,123827.000
3630300,-1.778900,-54.397200,17072.000
3630600,-3.677200,-53.554200,2978.000
3630700,-13.140800,-54.445300,3860.000
3630900,-14.611100,-53.998600,1317.000
3631050,0.707500,-51.438890,29820.000
3631060,0.900560,-52.010000,10570.000
3631100,-0.567800,-52.569200,51343.000
3631110,-0.551900,-52.570300,4858.000
3631215,1.220800,-54.656900,5902.000
3631500,-3.836900,-50.629700,2682.000
3649010,-15.718330,-49.321670,1978.000
3649012,-15.275280,-49.551940,10538.000
3649030,-14.977500,-48.673890,11008.000
3649050,-15.496110,-49.690830,3650.000
3649900,-5.128100,-49.324200,731270.000
3649901,-5.338600,-49.124400,690920.000
3649950,-3.757780,-49.653330,742300.000
3649960,-5.486700,-49.221400,37600.000
3650150,-2.512780,-47.768060,38178.000
3650202,-1.800600,-46.316100,31850.000
3650205,-3.341100,-46.876900,14240.000
3650220,-1.858100,-46.708900,1444.000
3650221,-1.735300,-46.591400,1683.000
3650250,-2.053600,-45.955600,3300.000
3650270,-2.944200,-45.667200,4000.000
3650511,-3.121700,-40.821700,3720.000
3650520,-3.364200,-39.833900,2800.000
3650526,-4.377500,-40.549200,1550.000
3650530,-3.909200,-40.379700,2700.000
3650610,-6.324400,-40.161700,5960.000
3650620,-7.300000,-38.984700,3200.000
3650630,-5.595000,-39.381100,5200.000
3650634,-5.121900,-38.446400,17900.000
3650640,-6.557800,-39.508600,3700.000
3650649,-5.227500,-38.197800,48200.000
3650690,-4.500600,-38.360800,2000.000
3650730,-7.204400,-37.928100,4710.000
3650740,-6.111400,-38.200800,2050.000
3650745,-6.406700,-38.867200,12000.000
3650750,-6.378100,-37.352500,21350.000
3650755,-6.919200,-38.380800,1050.000
3650811,-5.630000,-35.421400,2450.000
3650840,-6.445000,-35.220600,3590.000
3650860,-6.851900,-35.163100,2910.000
3650881,-7.728300,-36.502500,5120.000
3650910,-7.754200,-35.233100,650.000
3650912,-7.613100,-35.064700,1250.000
3650920,-8.012800,-36.057800,2750.000
3650924,-7.942800,-35.634200,5110.000
3650925,-7.878900,-35.451900,5360.000
3650930,-8.299400,-35.995300,2009.000
3650940,-8.679400,-35.576900,4740.000
3650941,-8.497500,-35.915300,2610.000
3650970,-9.467200,-35.859700,3900.000
3650990,-10.031100,-36.303600,1380.000
3651300,-20.023900,-43.822800,1550.000
3651309,-17.594700,-44.713900,26500.000
3651400,-17.502500,-46.571100,7760.000
3651408,-16.906700,-45.382500,41300.000
3651410,-16.349400,-46.880000,5360.000
3651520,-14.423600,-44.483100,2380.000
3651530,-14.313600,-44.459400,6030.000
3651535,-14.260000,-44.152200,16300.000
3651550,-13.560000,-44.285560,9550.000
3651650,-12.410560,-45.122220,6350.000
3651660,-12.135830,-45.103330,5410.000
3651670,-12.430560,-45.085560,4810.000
3651678,-11.355280,-43.845560,46300.000
3651680,-11.235560,-43.949440,22100.000
3651720,-11.323330,-42.305560,3100.000
3651805,-14.757200,-43.932200,202000.000
3651806,-13.256940,-43.439170,271000.000
3651807,-11.558330,-43.282500,345000.000
3651860,-7.868300,-37.972800,4970.000
3651870,-8.527500,-38.166400,2260.000
3652010,-10.664170,-37.190280,1960.000
3652030,-10.973330,-39.632780,11825.000
3652039,-11.734720,-37.803330,35150.000
3652050,-10.943060,-37.346940,15740.000
3652060,-11.807220,-39.386390,6795.000
3652068,-12.233060,-39.046110,10560.000
3652080,-12.420830,-38.321670,3300.000
3652089,-12.511940,-38.066670,4860.000
3652110,-12.757220,-41.328890,9282.000
3652115,-12.840560,-41.322220,2517.000
3652120,-12.936110,-41.064440,1420.000
3652130,-12.515560,-39.848060,31488.000
3652200,-14.014720,-41.445280,3248.000
3652210,-14.612500,-41.138060,6980.000
3652230,-14.815000,-39.296110,3695.000
3652320,-15.558890,-39.308060,30360.000
3652350,-15.241390,-40.233330,2810.000
3652410,-17.579200,-42.995300,2535.000
3652419,-16.850300,-42.063100,16230.000
3652450,-16.138600,-40.306900,63300.000
3652455,-15.948300,-39.523600,67769.000
3652610,-20.361390,-43.139440,1371.000
3652660,-19.492500,-41.161670,8810.000
3652810,-23.368900,-45.902200,4935.000
3652850,-21.966400,-43.372500,3645.000
3652870,-21.389400,-42.696400,5858.000
3652880,-21.645280,-41.752220,46731.000
3652890,-21.753300,-41.300300,55500.000
3652910,-22.086390,-41.739170,626.000
3652955,-22.588600,-42.736400,287.000
3652980,-22.736900,-44.616700,22.000
3652985,-22.958300,-44.561100,597.000
3653620,-28.848900,-51.832500,1829.000
3653710,-30.961110,-53.488610,4069.000
3659105,-16.537500,-47.800560,4688.000
3669350,-26.948600,-52.182500,630.000
3669520,-28.181390,-54.738330,9426.000
3669600,-29.309200,-56.054700,42498.000
3669630,-29.768600,-55.787200,5942.000
